#ProfileFileVersion=5.2
#ProfilerVersion=5.2.6553
#API=OpenCL
#Application=/home/pfandedd/git/DissertationCode/SGpp/datadriven/examplesOCL/clustering_cmd
#ApplicationArgs=--binary_header_file datasets_WPDM18/gaussian_c100_size1000000_dim10_noise --config OCL_configs/config_ocl_float_w8100.cfg --lambda 1E-7 --epsilon 1E-3 --threshold 1500.0 --level 7 --k 6 --print_cluster_sizes 1
#WorkingDirectory=.
#Device Hawaii Platform Vendor=Advanced Micro Devices, Inc.
#Device Hawaii Platform Name=AMD Accelerated Parallel Processing
#Device Hawaii Platform Version=OpenCL 2.0 AMD-APP (2482.3)
#Device Hawaii CLDriver Version=2482.3
#Device Hawaii CLRuntime Version=OpenCL 1.2 AMD-APP (2482.3)
#Device Hawaii NumberAppAddressBits=64
#OS Version=Linux version 4.10.0-28-generic (buildd@lgw01-12) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.4) ) #32~16.04.2-Ubuntu SMP Thu Jul 20 10:19:48 UTC 2017 Build 4.10.0
#DisplayName=
#ListSeparator=;
#ForceSinglePass=False
Method; ExecutionOrder; ThreadID; CallIndex; GlobalWorkSize; WorkGroupSize; Time; LocalMemSize; VGPRs; SGPRs; ScratchRegs; Wavefronts; VALUInsts; SALUInsts; VFetchInsts; SFetchInsts; VWriteInsts; FlatVMemInsts; LDSInsts; FlatLDSInsts; GDSInsts; VALUUtilization; VALUBusy; SALUBusy; FetchSize; WriteSize; CacheHit; MemUnitBusy; MemUnitStalled; WriteUnitStalled; LDSBankConflict
multdensity__k2_Hawaii1; 72; 4734; 1112; { 397952       1       1}; {  128     1     1};     11727.64815; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.53;         2.01; 105993994.62;      1555.00;        29.13;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 73; 4734; 1127; { 397952       1       1}; {  128     1     1};     11543.17111; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 117828364.12;      1555.38;        21.12;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 74; 4734; 1142; { 397952       1       1}; {  128     1     1};     11108.52667; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.43;         2.01;  84709019.31;      1554.50;        43.47;         2.81;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 75; 4734; 1157; { 397952       1       1}; {  128     1     1};     11628.05215; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01;  75953984.94;      1554.50;        49.31;         2.76;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 76; 4734; 1172; { 397952       1       1}; {  128     1     1};     11032.86681; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 112374702.62;      1554.75;        24.78;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 77; 4734; 1187; { 397952       1       1}; {  128     1     1};     10951.19407; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01;  52594047.44;      1554.75;        64.32;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 78; 4734; 1202; { 397952       1       1}; {  128     1     1};     11778.40563; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.44;         2.01; 116358966.88;      1554.75;        22.27;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 79; 4734; 1217; { 397952       1       1}; {  128     1     1};     11006.80548; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.53;         2.01;  78231388.88;      1555.25;        47.79;         2.76;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 80; 4734; 1232; { 397952       1       1}; {  128     1     1};     10943.74444; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.41;         2.01; 122162908.62;      1556.25;        18.20;         3.03;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 81; 4734; 1247; { 397952       1       1}; {  128     1     1};     11717.93837; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.47;         2.01;  51438105.44;      1554.75;        64.95;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 82; 4734; 1262; { 397952       1       1}; {  128     1     1};     11650.07081; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.53;         2.01; 116970214.69;      1555.75;        21.64;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 83; 4734; 1277; { 397952       1       1}; {  128     1     1};     10773.28015; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01; 113422299.12;      1554.50;        24.17;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 84; 4734; 1292; { 397952       1       1}; {  128     1     1};     11698.41704; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.54;         2.02; 111717562.31;      1556.50;        25.35;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 85; 4734; 1307; { 397952       1       1}; {  128     1     1};     11629.55170; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01;  73070924.19;      1555.50;        51.23;         2.75;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 86; 4734; 1322; { 397952       1       1}; {  128     1     1};     10949.91348; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.14;         2.13;  86928288.94;      1555.25;        41.83;         2.82;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 87; 4734; 1337; { 397952       1       1}; {  128     1     1};     10369.64119; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.48;         2.01; 120148514.62;      1554.50;        19.52;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 88; 4734; 1352; { 397952       1       1}; {  128     1     1};     11670.26355; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 115466665.00;      1554.50;        22.75;         2.95;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 89; 4734; 1367; { 397952       1       1}; {  128     1     1};     11732.79511; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.57;         2.02; 113721277.75;      1555.00;        23.96;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 90; 4734; 1382; { 397952       1       1}; {  128     1     1};     11617.94341; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.48;         2.01; 110786950.81;      1555.62;        25.06;         3.10;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 91; 4734; 1397; { 397952       1       1}; {  128     1     1};     11779.38504; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.42;         2.01; 109318829.06;      1555.00;        26.92;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 92; 4734; 1412; { 397952       1       1}; {  128     1     1};     11649.98356; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.54;         2.01; 113098999.38;      1554.75;        24.40;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 93; 4734; 1427; { 397952       1       1}; {  128     1     1};     11647.51852; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 100131018.25;      1554.88;        33.15;         2.88;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 94; 4734; 1442; { 397952       1       1}; {  128     1     1};     10095.51644; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 112069237.12;      1554.75;        25.12;         2.96;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 95; 4734; 1457; { 397952       1       1}; {  128     1     1};     11671.35052; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.59;         2.02; 118359299.94;      1556.00;        20.85;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 96; 4734; 1472; { 397952       1       1}; {  128     1     1};     11756.03008; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 105317373.50;      1555.25;        29.69;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 97; 4734; 1487; { 397952       1       1}; {  128     1     1};     10940.84504; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.55;         2.02; 113474044.38;      1555.00;        24.14;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 98; 4734; 1502; { 397952       1       1}; {  128     1     1};     11812.55230; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.57;         2.02; 122373061.69;      1555.00;        18.08;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 99; 4734; 1517; { 397952       1       1}; {  128     1     1};     10951.45807; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.56;         2.02;  69747369.62;      1555.00;        53.45;         2.71;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 100; 4734; 1532; { 397952       1       1}; {  128     1     1};     11408.50489; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.53;         2.01; 112001624.31;      1554.75;        25.14;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 101; 4734; 1547; { 397952       1       1}; {  128     1     1};     11009.09704; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        81.30;         2.09;  70056647.06;      1554.50;        53.24;         2.73;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 102; 4734; 1562; { 397952       1       1}; {  128     1     1};     11068.97615; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.54;         2.01; 111831777.81;      1556.00;        25.24;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 103; 4734; 1577; { 397952       1       1}; {  128     1     1};     11690.29911; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01;  97636767.06;      1555.12;        34.77;         2.88;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 104; 4734; 1592; { 397952       1       1}; {  128     1     1};     11439.89067; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 112386699.69;      1555.62;        24.85;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 105; 4734; 1607; { 397952       1       1}; {  128     1     1};     10904.73156; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 119380738.81;      1554.75;        20.10;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 106; 4734; 1622; { 397952       1       1}; {  128     1     1};     10923.97215; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.45;         2.01;  77060144.56;      1555.19;        48.57;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 107; 4734; 1637; { 397952       1       1}; {  128     1     1};     11723.61585; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.54;         2.01;  88753583.81;      1555.25;        40.74;         2.82;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 108; 4734; 1652; { 397952       1       1}; {  128     1     1};     11742.82400; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.50;         2.01; 108083674.00;      1557.25;        27.67;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 109; 4734; 1667; { 397952       1       1}; {  128     1     1};     11209.31911; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.55;         2.02;  50818893.56;      1554.81;        65.65;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 110; 4734; 1682; { 397952       1       1}; {  128     1     1};     11742.41911; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.47;         2.01;  76513564.56;      1554.50;        48.94;         2.78;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 111; 4734; 1697; { 397952       1       1}; {  128     1     1};     11690.01259; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.56;         2.02;  68459125.88;      1554.50;        54.31;         2.70;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 112; 4734; 1712; { 397952       1       1}; {  128     1     1};     11647.77911; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.58;         2.02;  70151054.56;      1554.50;        52.51;         2.84;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 113; 4734; 1727; { 397952       1       1}; {  128     1     1};     10945.86978; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.20;         2.13; 108297129.06;      1554.50;        27.70;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 114; 4734; 1742; { 397952       1       1}; {  128     1     1};     11764.22548; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01; 102531160.31;      1555.00;        31.47;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 115; 4734; 1757; { 397952       1       1}; {  128     1     1};     11787.44000; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01;  48525758.69;      1554.88;        66.92;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 116; 4734; 1772; { 397952       1       1}; {  128     1     1};     11755.30341; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.27;         2.14; 105124291.00;      1555.12;        29.65;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 117; 4734; 1787; { 397952       1       1}; {  128     1     1};     11572.19570; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01;  73457823.06;      1554.50;        50.97;         2.74;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 118; 4734; 1802; { 397952       1       1}; {  128     1     1};     11655.21674; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01;  78778655.19;      1554.50;        47.42;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 119; 4734; 1817; { 397952       1       1}; {  128     1     1};     11402.96311; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01; 109606172.69;      1555.88;        26.09;         3.11;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 120; 4734; 1832; { 397952       1       1}; {  128     1     1};     11689.25689; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.57;         2.02;  79876538.31;      1554.75;        46.69;         2.78;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 121; 4734; 1847; { 397952       1       1}; {  128     1     1};     11662.42978; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.54;         2.01;  82428649.44;      1555.00;        44.97;         2.80;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 122; 4734; 1862; { 397952       1       1}; {  128     1     1};     11767.57408; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.56;         2.02;  49097857.94;      1555.00;        66.46;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 123; 4734; 1877; { 397952       1       1}; {  128     1     1};     11658.46207; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.43;         2.01; 117936259.94;      1554.50;        21.06;         2.99;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 124; 4734; 1892; { 397952       1       1}; {  128     1     1};     11706.43526; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.42;         2.01; 110487189.62;      1555.25;        26.18;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 125; 4734; 1907; { 397952       1       1}; {  128     1     1};     11792.49407; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.57;         2.02; 120448040.94;      1555.25;        19.30;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 126; 4734; 1922; { 397952       1       1}; {  128     1     1};     11831.39733; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.38;         2.01;  63397978.69;      1555.50;        56.87;         2.80;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 127; 4734; 1937; { 397952       1       1}; {  128     1     1};     11123.61615; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.38;         2.01;  74612798.88;      1554.50;        50.20;         2.76;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 128; 4734; 1952; { 397952       1       1}; {  128     1     1};     11674.42933; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        79.69;         2.04;  78828702.81;      1554.75;        47.39;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 129; 4734; 1967; { 397952       1       1}; {  128     1     1};     11786.84000; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.39;         2.01; 112504828.69;      1555.62;        24.73;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 130; 4734; 1982; { 397952       1       1}; {  128     1     1};     10117.45378; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 117212261.94;      1554.75;        21.63;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 131; 4734; 1997; { 397952       1       1}; {  128     1     1};     11537.25407; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.61;         2.02; 114195525.75;      1555.25;        23.73;         2.99;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 132; 4734; 2012; { 397952       1       1}; {  128     1     1};     11627.70178; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.47;         2.01; 118098091.19;      1554.75;        20.98;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 133; 4734; 2027; { 397952       1       1}; {  128     1     1};     11677.62222; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.44;         2.01; 107133319.12;      1555.75;        28.34;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 134; 4734; 2042; { 397952       1       1}; {  128     1     1};     11716.40741; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.59;         2.02;  73445283.00;      1554.50;        50.98;         2.74;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 135; 4734; 2057; { 397952       1       1}; {  128     1     1};     10960.24593; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.61;         2.02;  67595524.06;      1554.50;        54.89;         2.72;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 136; 4734; 2072; { 397952       1       1}; {  128     1     1};     11307.53970; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.60;         2.02; 110433915.62;      1556.12;        26.16;         2.90;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 137; 4734; 2087; { 397952       1       1}; {  128     1     1};     11485.97481; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01; 117154113.44;      1554.50;        21.68;         2.98;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 138; 4734; 2102; { 397952       1       1}; {  128     1     1};     11583.62844; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.55;         2.02;  87888716.06;      1554.75;        41.32;         2.83;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 139; 4734; 2117; { 397952       1       1}; {  128     1     1};     11635.15304; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.62;         2.02; 110936397.94;      1554.75;        25.88;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 140; 4734; 2132; { 397952       1       1}; {  128     1     1};     11612.92296; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.54;         2.01; 111581941.88;      1554.50;        25.38;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 141; 4734; 2147; { 397952       1       1}; {  128     1     1};     11641.86148; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 114900575.06;      1555.25;        23.14;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 142; 4734; 2162; { 397952       1       1}; {  128     1     1};     11734.84607; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01;  72990412.50;      1554.75;        51.29;         2.72;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 143; 4734; 2177; { 397952       1       1}; {  128     1     1};     11647.60207; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.19;         2.13;  48847662.56;      1554.75;        66.92;         2.77;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 144; 4734; 2192; { 397952       1       1}; {  128     1     1};     11748.68237; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        80.18;         2.06; 114482465.50;      1555.12;        23.45;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 145; 4734; 2207; { 397952       1       1}; {  128     1     1};     11349.96978; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.19;         2.13;  84673157.62;      1555.00;        43.49;         2.80;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 146; 4734; 2222; { 397952       1       1}; {  128     1     1};     11687.61082; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.60;         2.02;  90403548.44;      1555.00;        39.65;         2.85;         0.00;         0.00;         0.08
